"State...1","County","Average Income","Percent_COPD","Male 18-44","Male 45-64","Male 65+","Female 18-44","Female 45-64","Female 65+","Poverty","Encoded_Poverty","Unemployed","State...22","Area_Name","Male_Total","Female_Total","AQI","Average_Income","Income_Level","Unemployed_Level"
"Montana","Richland",50445,5.6,6,10.3,15.1,7.1,11.6,16.4,478,"Very Low",266,"MT","Richland County, MT",31.4,35.1,23.631400039,50445,"Medium","Very Low"
"Montana","Roosevelt",52517,9,6,10.3,15.1,7.1,11.6,16.4,375,"Very Low",210,"MT","Roosevelt County, MT",31.4,35.1,27.60669119,52517,"Medium","Very Low"
"Montana","Rosebud",58700,7.5,6,10.3,15.1,7.1,11.6,16.4,293,"Very Low",394,"MT","Rosebud County, MT",31.4,35.1,27.60669119,58700,"Medium","Low"
"Montana","Sanders",39507,7.5,6,10.3,15.1,7.1,11.6,16.4,540,"Very Low",85,"MT","Sanders County, MT",31.4,35.1,33.18991575,39507,"Medium","Very Low"
"Montana","Sheridan",51262,5.8,6,10.3,15.1,7.1,11.6,16.4,2556,"Low",1140,"MT","Sheridan County, MT",31.4,35.1,27.60669119,51262,"Medium","Moderate"
"Montana","Silver Bow",40714,6.5,6,10.3,15.1,7.1,11.6,16.4,274,"Very Low",271,"MT","Silver Bow County, MT",31.4,35.1,31.882865674,40714,"Medium","Very Low"
"Montana","Stillwater",53329,5.4,6,10.3,15.1,7.1,11.6,16.4,203,"Very Low",66,"MT","Stillwater County, MT",31.4,35.1,27.60669119,53329,"Medium","Very Low"
"Montana","Sweet Grass",49834,5.6,6,10.3,15.1,7.1,11.6,16.4,155,"Very Low",120,"MT","Sweet Grass County, MT",31.4,35.1,27.60669119,49834,"Medium","Very Low"
"Montana","Teton",62117,6.4,6,10.3,15.1,7.1,11.6,16.4,58,"Very Low",106,"MT","Teton County, MT",31.4,35.1,27.60669119,62117,"High","Very Low"
"Montana","Toole",53559,6.5,6,10.3,15.1,7.1,11.6,16.4,277,"Very Low",12,"MT","Toole County, MT",31.4,35.1,27.60669119,53559,"Medium","Very Low"
"Montana","Treasure",52619,6.3,6,10.3,15.1,7.1,11.6,16.4,7341,"Low",175,"MT","Treasure County, MT",31.4,35.1,27.60669119,52619,"Medium","Very Low"
"Montana","Valley",55337,6.6,6,10.3,15.1,7.1,11.6,16.4,618,"Very Low",54,"MT","Valley County, MT",31.4,35.1,27.60669119,55337,"Medium","Very Low"
"Montana","Wheatland",54839,7.7,6,10.3,15.1,7.1,11.6,16.4,296,"Very Low",23,"MT","Wheatland County, MT",31.4,35.1,27.60669119,54839,"Medium","Very Low"
"Montana","Wibaux",49789,6.1,6,10.3,15.1,7.1,11.6,16.4,118,"Very Low",4534,"MT","Wibaux County, MT",31.4,35.1,27.60669119,49789,"Medium","High"
"Montana","Yellowstone",44347,5.6,6,10.3,15.1,7.1,11.6,16.4,339,"Very Low",68,NA,NA,31.4,35.1,28.401407109,44347,"Medium","Very Low"
"Nebraska","Adams",44334,5.8,6,10.3,15.1,7.1,11.6,16.4,1081,"Low",89,"NE","Adams County, NE",31.4,35.1,47.236645486,44334,"Medium","Very Low"
"Nebraska","Antelope",55689,5.9,6,10.3,15.1,7.1,11.6,16.4,50,"Very Low",12,"NE","Antelope County, NE",31.4,35.1,47.236645486,55689,"Medium","Very Low"
"Nebraska","Arthur",52791,6,6,10.3,15.1,7.1,11.6,16.4,525,"Very Low",12,"NE","Arthur County, NE",31.4,35.1,47.236645486,52791,"Medium","Very Low"
"Nebraska","Banner",69293,5,6,10.3,15.1,7.1,11.6,16.4,686,"Very Low",9,"NE","Banner County, NE",31.4,35.1,47.236645486,69293,"High","Very Low"
"Nebraska","Blaine",53465,5.6,6,10.3,15.1,7.1,11.6,16.4,564,"Very Low",76,"NE","Blaine County, NE",31.4,35.1,47.236645486,53465,"Medium","Very Low"
"Nebraska","Boone",64167,5.6,6,10.3,15.1,7.1,11.6,16.4,509,"Very Low",261,"NE","Boone County, NE",31.4,35.1,47.236645486,64167,"High","Very Low"
"Nebraska","Box Butte",70770,6.1,6,10.3,15.1,7.1,11.6,16.4,951,"Very Low",31,"NE","Box Butte County, NE",31.4,35.1,47.236645486,70770,"High","Very Low"
"Nebraska","Boyd",62646,6,6,10.3,15.1,7.1,11.6,16.4,152,"Very Low",40,"NE","Boyd County, NE",31.4,35.1,47.236645486,62646,"High","Very Low"
"Nebraska","Brown",52327,5.8,6,10.3,15.1,7.1,11.6,16.4,401,"Very Low",1133,"NE","Brown County, NE",31.4,35.1,47.236645486,52327,"Medium","Moderate"
"Nebraska","Buffalo",63420,5.4,6,10.3,15.1,7.1,11.6,16.4,1009,"Low",142,"NE","Buffalo County, NE",31.4,35.1,47.236645486,63420,"High","Very Low"
"Nebraska","Burt",63885,5.9,6,10.3,15.1,7.1,11.6,16.4,37132,"Medium",160,"NE","Burt County, NE",31.4,35.1,47.236645486,63885,"High","Very Low"
"Nebraska","Butler",61104,5.5,6,10.3,15.1,7.1,11.6,16.4,3729,"Low",599,"NE","Butler County, NE",31.4,35.1,47.236645486,61104,"High","Low"
"Nebraska","Cass",50012,5.3,6,10.3,15.1,7.1,11.6,16.4,68,"Very Low",126,"NE","Cass County, NE",31.4,35.1,46.498048366,50012,"Medium","Very Low"
"Nebraska","Cedar",52429,5.1,6,10.3,15.1,7.1,11.6,16.4,94,"Very Low",41,"NE","Cedar County, NE",31.4,35.1,47.236645486,52429,"Medium","Very Low"
"Nebraska","Chase",57664,5.9,6,10.3,15.1,7.1,11.6,16.4,43,"Very Low",85,"NE","Chase County, NE",31.4,35.1,47.236645486,57664,"Medium","Very Low"
"Nebraska","Cherry",56280,6,6,10.3,15.1,7.1,11.6,16.4,3316,"Low",193,"NE","Cherry County, NE",31.4,35.1,47.236645486,56280,"Medium","Very Low"
"Nebraska","Cheyenne",68280,6,6,10.3,15.1,7.1,11.6,16.4,678,"Very Low",110,"NE","Cheyenne County, NE",31.4,35.1,47.236645486,68280,"High","Very Low"
"Nebraska","Clay",53775,5.6,6,10.3,15.1,7.1,11.6,16.4,610,"Very Low",167,"NE","Clay County, NE",31.4,35.1,47.236645486,53775,"Medium","Very Low"
"Nebraska","Colfax",49093,5.9,6,10.3,15.1,7.1,11.6,16.4,348,"Very Low",126,"NE","Colfax County, NE",31.4,35.1,47.236645486,49093,"Medium","Very Low"
"Nebraska","Cuming",57219,5.4,6,10.3,15.1,7.1,11.6,16.4,754,"Very Low",178,"NE","Cuming County, NE",31.4,35.1,47.236645486,57219,"Medium","Very Low"
"Nebraska","Custer",49334,6,6,10.3,15.1,7.1,11.6,16.4,398,"Very Low",525,"NE","Custer County, NE",31.4,35.1,47.236645486,49334,"Medium","Low"
"Nebraska","Dakota",71571,5.8,6,10.3,15.1,7.1,11.6,16.4,1458,"Low",141,"NE","Dakota County, NE",31.4,35.1,47.236645486,71571,"High","Very Low"
"Nebraska","Dawes",55842,5.4,6,10.3,15.1,7.1,11.6,16.4,312,"Very Low",468,"NE","Dawes County, NE",31.4,35.1,47.236645486,55842,"Medium","Low"
"Nebraska","Dawson",42448,5.9,6,10.3,15.1,7.1,11.6,16.4,264,"Very Low",31,"NE","Dawson County, NE",31.4,35.1,47.236645486,42448,"Medium","Very Low"
"Nebraska","Deuel",44577,6,6,10.3,15.1,7.1,11.6,16.4,768,"Very Low",99,"NE","Deuel County, NE",31.4,35.1,47.236645486,44577,"Medium","Very Low"
"Nebraska","Dixon",48274,6.2,6,10.3,15.1,7.1,11.6,16.4,726,"Very Low",725,"NE","Dixon County, NE",31.4,35.1,47.236645486,48274,"Medium","Low"
"Nebraska","Dodge",44973,6,6,10.3,15.1,7.1,11.6,16.4,2619,"Low",15645,"NE","Dodge County, NE",31.4,35.1,47.236645486,44973,"Medium","Very High"
"Nebraska","Douglas",49975,5.1,6,10.3,15.1,7.1,11.6,16.4,338,"Very Low",26,"NE","Douglas County, NE",31.4,35.1,49.375365842,49975,"Medium","Very Low"
"Nebraska","Dundy",50938,5.9,6,10.3,15.1,7.1,11.6,16.4,1120,"Low",91,"NE","Dundy County, NE",31.4,35.1,47.236645486,50938,"Medium","Very Low"
"Nebraska","Fillmore",63908,5.3,6,10.3,15.1,7.1,11.6,16.4,866,"Very Low",51,"NE","Fillmore County, NE",31.4,35.1,47.236645486,63908,"High","Very Low"
"Nebraska","Franklin",84840,6.9,6,10.3,15.1,7.1,11.6,16.4,175,"Very Low",46,"NE","Franklin County, NE",31.4,35.1,47.236645486,84840,"High","Very Low"
"Nebraska","Frontier",60975,5.4,6,10.3,15.1,7.1,11.6,16.4,1343,"Low",73,"NE","Frontier County, NE",31.4,35.1,47.236645486,60975,"High","Very Low"
"Nebraska","Furnas",60193,5.8,6,10.3,15.1,7.1,11.6,16.4,10533,"Medium",448,"NE","Furnas County, NE",31.4,35.1,47.236645486,60193,"High","Low"
"Nebraska","Gage",46967,6.4,6,10.3,15.1,7.1,11.6,16.4,1626,"Low",39,"NE","Gage County, NE",31.4,35.1,46.205119918,46967,"Medium","Very Low"
"Nebraska","Garden",53174,6.1,6,10.3,15.1,7.1,11.6,16.4,4773,"Low",24,"NE","Garden County, NE",31.4,35.1,47.236645486,53174,"Medium","Very Low"
"Nebraska","Garfield",51048,5.1,6,10.3,15.1,7.1,11.6,16.4,1281,"Low",29,"NE","Garfield County, NE",31.4,35.1,47.236645486,51048,"Medium","Very Low"
"Nebraska","Gosper",50699,5.1,6,10.3,15.1,7.1,11.6,16.4,664,"Very Low",8,"NE","Gosper County, NE",31.4,35.1,47.236645486,50699,"Medium","Very Low"
"Nebraska","Grant",51147,5.9,6,10.3,15.1,7.1,11.6,16.4,323,"Very Low",37,"NE","Grant County, NE",31.4,35.1,47.236645486,51147,"Medium","Very Low"
"Nebraska","Greeley",58003,6,6,10.3,15.1,7.1,11.6,16.4,177,"Very Low",1893,"NE","Greeley County, NE",31.4,35.1,47.236645486,58003,"Medium","Moderate"
"Nebraska","Hall",53831,5.7,6,10.3,15.1,7.1,11.6,16.4,412,"Very Low",181,"NE","Hall County, NE",31.4,35.1,47.953927709,53831,"Medium","Very Low"
"Nebraska","Hamilton",58822,4.7,6,10.3,15.1,7.1,11.6,16.4,431,"Very Low",51,"NE","Hamilton County, NE",31.4,35.1,47.236645486,58822,"Medium","Very Low"
"Nebraska","Harlan",46608,5.4,6,10.3,15.1,7.1,11.6,16.4,79,"Very Low",15,"NE","Harlan County, NE",31.4,35.1,47.236645486,46608,"Medium","Very Low"
"Nebraska","Hayes",60059,6,6,10.3,15.1,7.1,11.6,16.4,1247,"Low",47,"NE","Hayes County, NE",31.4,35.1,47.236645486,60059,"High","Very Low"
"Nebraska","Hitchcock",61150,5.9,6,10.3,15.1,7.1,11.6,16.4,462,"Very Low",144,"NE","Hitchcock County, NE",31.4,35.1,47.236645486,61150,"High","Very Low"
"Nebraska","Holt",85559,5.7,6,10.3,15.1,7.1,11.6,16.4,1303,"Low",11,"NE","Holt County, NE",31.4,35.1,47.236645486,85559,"High","Very Low"
"Nebraska","Hooker",48668,5.2,6,10.3,15.1,7.1,11.6,16.4,1081,"Low",151,"NE","Hooker County, NE",31.4,35.1,47.236645486,48668,"Medium","Very Low"
"Nebraska","Howard",58823,5.7,6,10.3,15.1,7.1,11.6,16.4,376,"Very Low",118,"NE","Howard County, NE",31.4,35.1,47.236645486,58823,"Medium","Very Low"
"Nebraska","Jefferson",46681,6,6,10.3,15.1,7.1,11.6,16.4,89,"Very Low",83,"NE","Jefferson County, NE",31.4,35.1,47.236645486,46681,"Medium","Very Low"
"Nebraska","Johnson",51656,5.6,6,10.3,15.1,7.1,11.6,16.4,1143,"Low",126,"NE","Johnson County, NE",31.4,35.1,47.236645486,51656,"Medium","Very Low"
"Nebraska","Kearney",50684,5.5,6,10.3,15.1,7.1,11.6,16.4,2636,"Low",152,"NE","Kearney County, NE",31.4,35.1,47.236645486,50684,"Medium","Very Low"
"Nebraska","Keith",38302,6,6,10.3,15.1,7.1,11.6,16.4,3991,"Low",13,"NE","Keith County, NE",31.4,35.1,47.236645486,38302,"Medium","Very Low"
"Nebraska","Keya Paha",61068,6.8,6,10.3,15.1,7.1,11.6,16.4,5156,"Low",72,"NE","Keya Paha County, NE",31.4,35.1,47.236645486,61068,"High","Very Low"
"Nebraska","Kimball",49873,6.9,6,10.3,15.1,7.1,11.6,16.4,108,"Very Low",144,"NE","Kimball County, NE",31.4,35.1,47.236645486,49873,"Medium","Very Low"
"Nebraska","Knox",66673,6.2,6,10.3,15.1,7.1,11.6,16.4,190,"Very Low",7677,"NE","Knox County, NE",31.4,35.1,47.239858153,66673,"High","Very High"
"Nebraska","Lancaster",51338,5,6,10.3,15.1,7.1,11.6,16.4,1856,"Low",743,"NE","Lancaster County, NE",31.4,35.1,47.861533412,51338,"Medium","Low"
"Nebraska","Lincoln",52394,5.9,6,10.3,15.1,7.1,11.6,16.4,636,"Very Low",12,"NE","Lincoln County, NE",31.4,35.1,47.236645486,52394,"Medium","Very Low"
"Nebraska","Logan",53413,5.4,6,10.3,15.1,7.1,11.6,16.4,604,"Very Low",13,"NE","Logan County, NE",31.4,35.1,47.236645486,53413,"Medium","Very Low"
"Nebraska","Loup",52995,5.6,6,10.3,15.1,7.1,11.6,16.4,5682,"Low",11,"NE","Loup County, NE",31.4,35.1,47.236645486,52995,"Medium","Very Low"
"Nebraska","McPherson",54793,5.9,6,10.3,15.1,7.1,11.6,16.4,791,"Very Low",778,"NE","McPherson County, NE",31.4,35.1,47.236645486,54793,"Medium","Moderate"
"Nebraska","Madison",61589,5.5,6,10.3,15.1,7.1,11.6,16.4,7809,"Low",164,"NE","Madison County, NE",31.4,35.1,47.236645486,61589,"High","Very Low"
"Nebraska","Merrick",67559,5.8,6,10.3,15.1,7.1,11.6,16.4,919,"Very Low",96,"NE","Merrick County, NE",31.4,35.1,47.236645486,67559,"High","Very Low"
"Nebraska","Morrill",53199,5.6,6,10.3,15.1,7.1,11.6,16.4,290,"Very Low",65,"NE","Morrill County, NE",31.4,35.1,47.236645486,53199,"Medium","Very Low"
"Nebraska","Nance",52443,6,6,10.3,15.1,7.1,11.6,16.4,53423,"High",132,"NE","Nance County, NE",31.4,35.1,47.236645486,52443,"Medium","Very Low"
"Nebraska","Nemaha",64596,6,6,10.3,15.1,7.1,11.6,16.4,1042,"Low",68,"NE","Nemaha County, NE",31.4,35.1,47.236645486,64596,"High","Very Low"
"Nebraska","Nuckolls",44010,5.8,6,10.3,15.1,7.1,11.6,16.4,6597,"Low",306,"NE","Nuckolls County, NE",31.4,35.1,47.236645486,44010,"Medium","Low"
"Nebraska","Otoe",49886,5.5,6,10.3,15.1,7.1,11.6,16.4,99562,"High",41,"NE","Otoe County, NE",31.4,35.1,47.236645486,49886,"Medium","Very Low"
"Nebraska","Pawnee",57562,7.2,6,10.3,15.1,7.1,11.6,16.4,4840,"Low",35,"NE","Pawnee County, NE",31.4,35.1,47.236645486,57562,"Medium","Very Low"
"Nebraska","Perkins",55792,5.7,6,10.3,15.1,7.1,11.6,16.4,4039,"Low",151,"NE","Perkins County, NE",31.4,35.1,47.236645486,55792,"Medium","Very Low"
"Nebraska","Phelps",51603,5.6,6,10.3,15.1,7.1,11.6,16.4,7283,"Low",139,"NE","Phelps County, NE",31.4,35.1,47.236645486,51603,"Medium","Very Low"
"Nebraska","Pierce",73168,5.5,6,10.3,15.1,7.1,11.6,16.4,3650,"Low",674,"NE","Pierce County, NE",31.4,35.1,47.236645486,73168,"High","Low"
"Nebraska","Platte",59467,5.3,6,10.3,15.1,7.1,11.6,16.4,7288,"Low",90,"NE","Platte County, NE",31.4,35.1,47.236645486,59467,"Medium","Very Low"
"Nebraska","Polk",58704,5.5,6,10.3,15.1,7.1,11.6,16.4,30217,"Medium",195,"NE","Polk County, NE",31.4,35.1,47.236645486,58704,"Medium","Very Low"
"Nebraska","Red Willow",50871,5.5,6,10.3,15.1,7.1,11.6,16.4,12908,"Medium",141,"NE","Red Willow County, NE",31.4,35.1,47.236645486,50871,"Medium","Very Low"
"Nebraska","Richardson",56116,6.2,6,10.3,15.1,7.1,11.6,16.4,14449,"Medium",19,"NE","Richardson County, NE",31.4,35.1,47.236645486,56116,"Medium","Very Low"
"Nebraska","Rock",50400,5.5,6,10.3,15.1,7.1,11.6,16.4,10959,"Medium",271,"NE","Rock County, NE",31.4,35.1,47.236645486,50400,"Medium","Very Low"
"Nebraska","Saline",53467,6.4,6,10.3,15.1,7.1,11.6,16.4,3930,"Low",4075,"NE","Saline County, NE",31.4,35.1,47.236645486,53467,"Medium","High"
"Nebraska","Sarpy",74960,4.3,6,10.3,15.1,7.1,11.6,16.4,40786,"Medium",424,"NE","Sarpy County, NE",31.4,35.1,48.167315424,74960,"High","Low"
"Nebraska","Saunders",46463,5,6,10.3,15.1,7.1,11.6,16.4,70847,"High",777,"NE","Saunders County, NE",31.4,35.1,47.236645486,46463,"Medium","Moderate"
"Nebraska","Scotts Bluff",54913,5.5,6,10.3,15.1,7.1,11.6,16.4,34379,"Medium",371,"NE","Scotts Bluff County, NE",31.4,35.1,44.180239566,54913,"Medium","Low"
"Nebraska","Seward",57608,5.2,6,10.3,15.1,7.1,11.6,16.4,62053,"High",67,"NE","Seward County, NE",31.4,35.1,47.236645486,57608,"Medium","Very Low"
"Nebraska","Sheridan",49372,6.4,6,10.3,15.1,7.1,11.6,16.4,8437,"Low",54,"NE","Sheridan County, NE",31.4,35.1,47.236645486,49372,"Medium","Very Low"
"Nebraska","Sherman",54055,5.8,6,10.3,15.1,7.1,11.6,16.4,20814,"Medium",18,"NE","Sherman County, NE",31.4,35.1,47.236645486,54055,"Medium","Very Low"
"Nebraska","Sioux",55990,6.2,6,10.3,15.1,7.1,11.6,16.4,126387,"High",121,"NE","Sioux County, NE",31.4,35.1,47.236645486,55990,"Medium","Very Low"
"Nebraska","Stanton",49798,5.3,6,10.3,15.1,7.1,11.6,16.4,23243,"Medium",78,"NE","Stanton County, NE",31.4,35.1,47.236645486,49798,"Medium","Very Low"
"Nebraska","Thayer",66775,5.9,6,10.3,15.1,7.1,11.6,16.4,109996,"High",18,"NE","Thayer County, NE",31.4,35.1,47.236645486,66775,"High","Very Low"
"Nebraska","Thomas",52888,5.3,6,10.3,15.1,7.1,11.6,16.4,5115,"Low",165,"NE","Thomas County, NE",31.4,35.1,47.236645486,52888,"Medium","Very Low"
"Nebraska","Thurston",58689,7.4,6,10.3,15.1,7.1,11.6,16.4,38024,"Medium",62,"NE","Thurston County, NE",31.4,35.1,47.236645486,58689,"Medium","Very Low"
"Nebraska","Valley",60627,5.6,6,10.3,15.1,7.1,11.6,16.4,67146,"High",419,"NE","Valley County, NE",31.4,35.1,47.236645486,60627,"High","Low"
"Nebraska","Washington",48520,4.8,6,10.3,15.1,7.1,11.6,16.4,47491,"Medium",164,"NE","Washington County, NE",31.4,35.1,47.648400995,48520,"Medium","Very Low"
"Nebraska","Wayne",59236,5.4,6,10.3,15.1,7.1,11.6,16.4,28395,"Medium",63,"NE","Wayne County, NE",31.4,35.1,47.236645486,59236,"Medium","Very Low"
"Nebraska","Webster",60651,5.9,6,10.3,15.1,7.1,11.6,16.4,73139,"High",11,"NE","Webster County, NE",31.4,35.1,47.236645486,60651,"High","Very Low"
"Nebraska","Wheeler",46207,5.9,6,10.3,15.1,7.1,11.6,16.4,71951,"High",250,"NE","Wheeler County, NE",31.4,35.1,47.236645486,46207,"Medium","Very Low"
"Nebraska","York",55079,5.2,6,10.3,15.1,7.1,11.6,16.4,7684,"Low",156,NA,NA,31.4,35.1,47.236645486,55079,"Medium","Very Low"
"Nevada","Churchill",70785,6.7,6,10.3,15.1,7.1,11.6,16.4,18705,"Medium",171514,"NV","Churchill County, NV",31.4,35.1,56.043579101,70785,"High","Very High"
"Nevada","Clark",53543,6.4,6,10.3,15.1,7.1,11.6,16.4,8765,"Low",2004,"NV","Clark County, NV",31.4,35.1,67.140932366,53543,"Medium","Moderate"
"Nevada","Douglas",49956,5.7,6,10.3,15.1,7.1,11.6,16.4,52354,"High",1575,"NV","Douglas County, NV",31.4,35.1,56.567614315,49956,"Medium","Moderate"
"Nevada","Elko",52562,6.9,6,10.3,15.1,7.1,11.6,16.4,10140,"Medium",22,"NV","Elko County, NV",31.4,35.1,50.406604203,52562,"Medium","Very Low"
"Nevada","Esmeralda",85351,8.5,6,10.3,15.1,7.1,11.6,16.4,100775,"High",37,"NV","Esmeralda County, NV",31.4,35.1,56.045630283,85351,"High","Very Low"
"Nevada","Eureka",50285,8.1,6,10.3,15.1,7.1,11.6,16.4,737,"Very Low",407,"NV","Eureka County, NV",31.4,35.1,56.045630283,50285,"Medium","Low"
"Nevada","Humboldt",47951,6.9,6,10.3,15.1,7.1,11.6,16.4,17372,"Medium",156,"NV","Humboldt County, NV",31.4,35.1,56.045630283,47951,"Medium","Very Low"
"Nevada","Lander",48559,7.7,6,10.3,15.1,7.1,11.6,16.4,6514,"Low",105,"NV","Lander County, NV",31.4,35.1,56.045630283,48559,"Medium","Very Low"
"Nevada","Lincoln",50786,6.9,6,10.3,15.1,7.1,11.6,16.4,2245,"Low",2051,"NV","Lincoln County, NV",31.4,35.1,56.045630283,50786,"Medium","Moderate"
"Nevada","Lyon",68478,7,6,10.3,15.1,7.1,11.6,16.4,8797,"Low",124,"NV","Lyon County, NV",31.4,35.1,56.042474351,68478,"High","Very Low"
"Nevada","Mineral",48952,9.1,6,10.3,15.1,7.1,11.6,16.4,327,"Very Low",1784,"NV","Mineral County, NV",31.4,35.1,56.045630283,48952,"Medium","Moderate"
"Nevada","Nye",43975,7.8,6,10.3,15.1,7.1,11.6,16.4,41993,"Medium",127,"NV","Nye County, NV",31.4,35.1,58.861930603,43975,"Medium","Very Low"
"Nevada","Pershing",47126,6.9,6,10.3,15.1,7.1,11.6,16.4,8329,"Low",174,"NV","Pershing County, NV",31.4,35.1,56.045630283,47126,"Medium","Very Low"
"Nevada","Storey",40145,6.4,6,10.3,15.1,7.1,11.6,16.4,5090,"Low",20490,"NV","Storey County, NV",31.4,35.1,56.045630283,40145,"Medium","Very High"
"Nevada","Washoe",36863,6.1,6,10.3,15.1,7.1,11.6,16.4,999,"Very Low",196,"NV","Washoe County, NV",31.4,35.1,48.268732502,36863,"Medium","Very Low"
"Nevada","White Pine",68007,6.9,6,10.3,15.1,7.1,11.6,16.4,111,"Very Low",2232,"NV","White Pine County, NV",31.4,35.1,56.048035101,68007,"High","High"
"Nevada","Carson City",65110,6.4,6,10.3,15.1,7.1,11.6,16.4,964,"Very Low",568,NA,NA,31.4,35.1,55.030769973,65110,"High","Low"
"New Hampshire","Belknap",53517,6,6,10.3,15.1,7.1,11.6,16.4,13332,"Medium",1774,"NH","Belknap County, NH",31.4,35.1,25.175983246,53517,"Medium","Moderate"
"New Hampshire","Carroll",54776,5.9,6,10.3,15.1,7.1,11.6,16.4,3723,"Low",2453,"NH","Carroll County, NH",31.4,35.1,27.063291523,54776,"Medium","High"
"New Hampshire","Cheshire",68625,6.2,6,10.3,15.1,7.1,11.6,16.4,719,"Very Low",1133,"NH","Cheshire County, NH",31.4,35.1,31.319565702,68625,"High","Moderate"
"New Hampshire","Coos",66049,7.5,6,10.3,15.1,7.1,11.6,16.4,6882,"Low",2818,"NH","Coos County, NH",31.4,35.1,27.064524838,66049,"High","High"
"New Hampshire","Grafton",57496,5.8,6,10.3,15.1,7.1,11.6,16.4,21535,"Medium",16814,"NH","Grafton County, NH",31.4,35.1,28.621965424,57496,"Medium","Very High"
"New Hampshire","Hillsborough",49251,5.5,6,10.3,15.1,7.1,11.6,16.4,916,"Very Low",4814,"NH","Hillsborough County, NH",31.4,35.1,22.619513883,49251,"Medium","High"
"New Hampshire","Merrimack",69092,5.9,6,10.3,15.1,7.1,11.6,16.4,13201,"Medium",13158,"NH","Merrimack County, NH",31.4,35.1,27.242426696,69092,"High","Very High"
"New Hampshire","Rockingham",66256,5.2,6,10.3,15.1,7.1,11.6,16.4,1918,"Low",4616,"NH","Rockingham County, NH",31.4,35.1,27.399060867,66256,"High","High"
"New Hampshire","Strafford",64297,6.1,6,10.3,15.1,7.1,11.6,16.4,8138,"Low",1248,"NH","Strafford County, NH",31.4,35.1,27.063291523,64297,"High","Moderate"
"New Hampshire","Sullivan",81679,7,6,10.3,15.1,7.1,11.6,16.4,3775,"Low",1023,NA,NA,31.4,35.1,27.063291523,81679,"High","Moderate"
"New Jersey","Atlantic",57102,5.9,6,10.3,15.1,7.1,11.6,16.4,14144,"Medium",45396,"NJ","Atlantic County, NJ",31.4,35.1,51.404430238,57102,"Medium","Very High"
"New Jersey","Bergen",59146,3.9,6,10.3,15.1,7.1,11.6,16.4,29043,"Medium",18932,"NJ","Bergen County, NJ",31.4,35.1,61.026272701,59146,"Medium","Very High"
"New Jersey","Burlington",53533,7,6,10.3,15.1,7.1,11.6,16.4,5597,"Low",25639,"NJ","Burlington County, NJ",31.4,35.1,53.128515959,53533,"Medium","Very High"
"New Jersey","Camden",88461,5.6,6,10.3,15.1,7.1,11.6,16.4,18790,"Medium",6291,"NJ","Camden County, NJ",31.4,35.1,58.004406718,88461,"High","High"
"New Jersey","Cape May",65369,5.6,6,10.3,15.1,7.1,11.6,16.4,3001,"Low",7119,"NJ","Cape May County, NJ",31.4,35.1,53.128515959,65369,"High","High"
"New Jersey","Cumberland",56814,7,6,10.3,15.1,7.1,11.6,16.4,3504,"Low",43611,"NJ","Cumberland County, NJ",31.4,35.1,44.108667201,56814,"Medium","Very High"
"New Jersey","Essex",68836,5.5,6,10.3,15.1,7.1,11.6,16.4,6387,"Low",13986,"NJ","Essex County, NJ",31.4,35.1,53.128515959,68836,"High","Very High"
"New Jersey","Gloucester",44000,7,6,10.3,15.1,7.1,11.6,16.4,3334,"Low",37937,"NJ","Gloucester County, NJ",31.4,35.1,53.039052254,44000,"Medium","Very High"
"New Jersey","Hudson",67857,4.4,6,10.3,15.1,7.1,11.6,16.4,670,"Very Low",4555,"NJ","Hudson County, NJ",31.4,35.1,56.202532034,67857,"High","High"
"New Jersey","Hunterdon",58451,7,6,10.3,15.1,7.1,11.6,16.4,14188,"Medium",15257,"NJ","Hunterdon County, NJ",31.4,35.1,53.957945826,58451,"Medium","Very High"
"New Jersey","Mercer",64653,4.8,6,10.3,15.1,7.1,11.6,16.4,35631,"Medium",37933,"NJ","Mercer County, NJ",31.4,35.1,54.03102088,64653,"High","Very High"
"New Jersey","Middlesex",93251,7,6,10.3,15.1,7.1,11.6,16.4,6110,"Low",28784,"NJ","Middlesex County, NJ",31.4,35.1,48.583439029,93251,"High","Very High"
"New Jersey","Monmouth",72811,4.5,6,10.3,15.1,7.1,11.6,16.4,366448,"Very High",19535,"NJ","Monmouth County, NJ",31.4,35.1,53.12855209,72811,"High","Very High"
"New Jersey","Morris",64841,4,6,10.3,15.1,7.1,11.6,16.4,26337,"Medium",26340,"NJ","Morris County, NJ",31.4,35.1,39.07109615,64841,"High","Very High"
"New Jersey","Ocean",86588,5.8,6,10.3,15.1,7.1,11.6,16.4,11919,"Medium",30718,"NJ","Ocean County, NJ",31.4,35.1,52.590714754,86588,"High","Very High"
"New Jersey","Passaic",100797,5.5,6,10.3,15.1,7.1,11.6,16.4,10696,"Medium",2829,"NJ","Passaic County, NJ",31.4,35.1,52.701624302,100797,"High","High"
"New Jersey","Salem",56954,6.5,6,10.3,15.1,7.1,11.6,16.4,20925,"Medium",13038,"NJ","Salem County, NJ",31.4,35.1,53.128515959,56954,"Medium","Very High"
"New Jersey","Somerset",53539,3.8,6,10.3,15.1,7.1,11.6,16.4,11843,"Medium",6893,"NJ","Somerset County, NJ",31.4,35.1,53.128515959,53539,"Medium","High"
